INTERVALSTARTTIME_PST,INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,LMP_Price_Per_MWh,Wind_MW,Solar_MW,Demand_MW,Fuel_Price,TimeStamp,Year,Month,Day,Hour,Time,Weekday,Weekend
2019-01-01 00:00:00+00:00,2019-01-01 08:00:00+00:00,2019-01-01T09:00:00-00:00,2019-01-01,1,43.0791,1081.59,0.0,22362.14,4.48,2019-01-01 00:00:00+00:00,2019,1,1,0,00:00:00,1,0
2019-01-01 01:00:00+00:00,2019-01-01 09:00:00+00:00,2019-01-01T10:00:00-00:00,2019-01-01,2,41.701859999999996,1073.67,0.0,21443.99,4.48,2019-01-01 01:00:00+00:00,2019,1,1,1,01:00:00,1,0
2019-01-01 02:00:00+00:00,2019-01-01 10:00:00+00:00,2019-01-01T11:00:00-00:00,2019-01-01,3,40.45232,1048.92,0.0,20802.71,4.48,2019-01-01 02:00:00+00:00,2019,1,1,2,02:00:00,1,0
2019-01-01 03:00:00+00:00,2019-01-01 11:00:00+00:00,2019-01-01T12:00:00-00:00,2019-01-01,4,39.73786,1019.2,0.0,20415.67,4.48,2019-01-01 03:00:00+00:00,2019,1,1,3,03:00:00,1,0
2019-01-01 04:00:00+00:00,2019-01-01 12:00:00+00:00,2019-01-01T13:00:00-00:00,2019-01-01,5,40.78106,988.76,0.0,20363.7,4.48,2019-01-01 04:00:00+00:00,2019,1,1,4,04:00:00,1,0
2019-01-01 05:00:00+00:00,2019-01-01 13:00:00+00:00,2019-01-01T14:00:00-00:00,2019-01-01,6,44.089459999999995,937.35,0.0,20780.5,4.48,2019-01-01 05:00:00+00:00,2019,1,1,5,05:00:00,1,0
2019-01-01 06:00:00+00:00,2019-01-01 14:00:00+00:00,2019-01-01T15:00:00-00:00,2019-01-01,7,44.39141,899.47,0.0,21513.3,4.48,2019-01-01 06:00:00+00:00,2019,1,1,6,06:00:00,1,0
2019-01-01 07:00:00+00:00,2019-01-01 15:00:00+00:00,2019-01-01T16:00:00-00:00,2019-01-01,8,41.95308,830.52,86.09,21516.47,4.48,2019-01-01 07:00:00+00:00,2019,1,1,7,07:00:00,1,0
2019-01-01 08:00:00+00:00,2019-01-01 16:00:00+00:00,2019-01-01T17:00:00-00:00,2019-01-01,9,36.31492,716.1,471.45,21355.87,4.48,2019-01-01 08:00:00+00:00,2019,1,1,8,08:00:00,1,0
2019-01-01 09:00:00+00:00,2019-01-01 17:00:00+00:00,2019-01-01T18:00:00-00:00,2019-01-01,10,29.25688,581.77,808.22,20731.49,4.48,2019-01-01 09:00:00+00:00,2019,1,1,9,09:00:00,1,0
2019-01-01 10:00:00+00:00,2019-01-01 18:00:00+00:00,2019-01-01T19:00:00-00:00,2019-01-01,11,22.75204,497.1,861.25,19959.38,4.48,2019-01-01 10:00:00+00:00,2019,1,1,10,10:00:00,1,0
2019-01-01 11:00:00+00:00,2019-01-01 19:00:00+00:00,2019-01-01T20:00:00-00:00,2019-01-01,12,18.92769,448.46,845.01,19616.49,4.48,2019-01-01 11:00:00+00:00,2019,1,1,11,11:00:00,1,0
2019-01-01 12:00:00+00:00,2019-01-01 20:00:00+00:00,2019-01-01T21:00:00-00:00,2019-01-01,13,15.99574,397.55,853.46,19364.46,4.48,2019-01-01 12:00:00+00:00,2019,1,1,12,12:00:00,1,0
2019-01-01 13:00:00+00:00,2019-01-01 21:00:00+00:00,2019-01-01T22:00:00-00:00,2019-01-01,14,14.80555,322.18,876.44,19564.31,4.48,2019-01-01 13:00:00+00:00,2019,1,1,13,13:00:00,1,0
2019-01-01 14:00:00+00:00,2019-01-01 22:00:00+00:00,2019-01-01T23:00:00-00:00,2019-01-01,15,21.78278,232.08,838.21,19899.76,4.48,2019-01-01 14:00:00+00:00,2019,1,1,14,14:00:00,1,0
2019-01-01 15:00:00+00:00,2019-01-01 23:00:00+00:00,2019-01-02T00:00:00-00:00,2019-01-01,16,37.330940000000005,153.95,553.76,20621.09,4.48,2019-01-01 15:00:00+00:00,2019,1,1,15,15:00:00,1,0
2019-01-01 16:00:00+00:00,2019-01-02 00:00:00+00:00,2019-01-02T01:00:00-00:00,2019-01-01,17,46.44689,103.57,146.37,22321.42,4.48,2019-01-01 16:00:00+00:00,2019,1,1,16,16:00:00,1,0
2019-01-01 17:00:00+00:00,2019-01-02 01:00:00+00:00,2019-01-02T02:00:00-00:00,2019-01-01,18,56.279309999999995,80.67,0.21,25909.74,4.48,2019-01-01 17:00:00+00:00,2019,1,1,17,17:00:00,1,0
2019-01-01 18:00:00+00:00,2019-01-02 02:00:00+00:00,2019-01-02T03:00:00-00:00,2019-01-01,19,66.09251,66.73,0.08,26952.74,4.48,2019-01-01 18:00:00+00:00,2019,1,1,18,18:00:00,1,0
2019-01-01 19:00:00+00:00,2019-01-02 03:00:00+00:00,2019-01-02T04:00:00-00:00,2019-01-01,20,61.90635,56.83,0.0,26739.07,4.48,2019-01-01 19:00:00+00:00,2019,1,1,19,19:00:00,1,0
2019-01-01 20:00:00+00:00,2019-01-02 04:00:00+00:00,2019-01-02T05:00:00-00:00,2019-01-01,21,56.06524,52.25,0.0,26209.08,4.48,2019-01-01 20:00:00+00:00,2019,1,1,20,20:00:00,1,0
2019-01-01 21:00:00+00:00,2019-01-02 05:00:00+00:00,2019-01-02T06:00:00-00:00,2019-01-01,22,52.98013,49.87,0.0,25313.07,4.48,2019-01-01 21:00:00+00:00,2019,1,1,21,21:00:00,1,0
2019-01-01 22:00:00+00:00,2019-01-02 06:00:00+00:00,2019-01-02T07:00:00-00:00,2019-01-01,23,49.40651,47.14,0.0,23999.79,4.48,2019-01-01 22:00:00+00:00,2019,1,1,22,22:00:00,1,0
2019-01-01 23:00:00+00:00,2019-01-02 07:00:00+00:00,2019-01-02T08:00:00-00:00,2019-01-01,24,46.85378,43.23,0.0,22494.99,4.48,2019-01-01 23:00:00+00:00,2019,1,1,23,23:00:00,1,0
2019-01-02 00:00:00+00:00,2019-01-02 08:00:00+00:00,2019-01-02T09:00:00-00:00,2019-01-02,1,45.48814,51.59,0.0,22496.32,4.48,2019-01-02 00:00:00+00:00,2019,1,2,0,00:00:00,2,0
2019-01-02 01:00:00+00:00,2019-01-02 09:00:00+00:00,2019-01-02T10:00:00-00:00,2019-01-02,2,44.25229,49.76,0.0,21892.76,4.48,2019-01-02 01:00:00+00:00,2019,1,2,1,01:00:00,2,0
2019-01-02 02:00:00+00:00,2019-01-02 10:00:00+00:00,2019-01-02T11:00:00-00:00,2019-01-02,3,44.02588,44.99,0.0,21502.01,4.48,2019-01-02 02:00:00+00:00,2019,1,2,2,02:00:00,2,0
2019-01-02 03:00:00+00:00,2019-01-02 11:00:00+00:00,2019-01-02T12:00:00-00:00,2019-01-02,4,43.98125,42.2,0.0,21509.31,4.48,2019-01-02 03:00:00+00:00,2019,1,2,3,03:00:00,2,0
2019-01-02 04:00:00+00:00,2019-01-02 12:00:00+00:00,2019-01-02T13:00:00-00:00,2019-01-02,5,45.19421,39.2,0.0,22220.16,4.48,2019-01-02 04:00:00+00:00,2019,1,2,4,04:00:00,2,0
2019-01-02 05:00:00+00:00,2019-01-02 13:00:00+00:00,2019-01-02T14:00:00-00:00,2019-01-02,6,47.12042,34.7,0.0,24072.41,4.48,2019-01-02 05:00:00+00:00,2019,1,2,5,05:00:00,2,0
2019-01-02 06:00:00+00:00,2019-01-02 14:00:00+00:00,2019-01-02T15:00:00-00:00,2019-01-02,7,61.35596999999999,33.42,0.0,26977.52,4.48,2019-01-02 06:00:00+00:00,2019,1,2,6,06:00:00,2,0
2019-01-02 07:00:00+00:00,2019-01-02 15:00:00+00:00,2019-01-02T16:00:00-00:00,2019-01-02,8,58.393330000000006,25.99,87.43,27968.05,4.48,2019-01-02 07:00:00+00:00,2019,1,2,7,07:00:00,2,0
2019-01-02 08:00:00+00:00,2019-01-02 16:00:00+00:00,2019-01-02T17:00:00-00:00,2019-01-02,9,44.539640000000006,18.72,459.99,26972.42,4.48,2019-01-02 08:00:00+00:00,2019,1,2,8,08:00:00,2,0
2019-01-02 09:00:00+00:00,2019-01-02 17:00:00+00:00,2019-01-02T18:00:00-00:00,2019-01-02,10,39.90316,15.23,787.84,25772.44,4.48,2019-01-02 09:00:00+00:00,2019,1,2,9,09:00:00,2,0
2019-01-02 10:00:00+00:00,2019-01-02 18:00:00+00:00,2019-01-02T19:00:00-00:00,2019-01-02,11,37.01815,13.09,848.14,24548.87,4.48,2019-01-02 10:00:00+00:00,2019,1,2,10,10:00:00,2,0
2019-01-02 11:00:00+00:00,2019-01-02 19:00:00+00:00,2019-01-02T20:00:00-00:00,2019-01-02,12,34.95299,11.08,838.66,23631.16,4.48,2019-01-02 11:00:00+00:00,2019,1,2,11,11:00:00,2,0
2019-01-02 12:00:00+00:00,2019-01-02 20:00:00+00:00,2019-01-02T21:00:00-00:00,2019-01-02,13,32.02879,8.88,849.33,23114.05,4.48,2019-01-02 12:00:00+00:00,2019,1,2,12,12:00:00,2,0
2019-01-02 13:00:00+00:00,2019-01-02 21:00:00+00:00,2019-01-02T22:00:00-00:00,2019-01-02,14,31.90405,7.89,881.29,23053.19,4.48,2019-01-02 13:00:00+00:00,2019,1,2,13,13:00:00,2,0
2019-01-02 14:00:00+00:00,2019-01-02 22:00:00+00:00,2019-01-02T23:00:00-00:00,2019-01-02,15,34.80885,10.12,852.69,23292.05,4.48,2019-01-02 14:00:00+00:00,2019,1,2,14,14:00:00,2,0
2019-01-02 15:00:00+00:00,2019-01-02 23:00:00+00:00,2019-01-03T00:00:00-00:00,2019-01-02,16,43.285579999999996,13.63,562.51,24139.07,4.48,2019-01-02 15:00:00+00:00,2019,1,2,15,15:00:00,2,0
2019-01-02 16:00:00+00:00,2019-01-03 00:00:00+00:00,2019-01-03T01:00:00-00:00,2019-01-02,17,54.37445,15.87,144.48,25867.21,4.48,2019-01-02 16:00:00+00:00,2019,1,2,16,16:00:00,2,0
2019-01-02 17:00:00+00:00,2019-01-03 01:00:00+00:00,2019-01-03T02:00:00-00:00,2019-01-02,18,77.8027,16.8,0.09,29210.73,4.48,2019-01-02 17:00:00+00:00,2019,1,2,17,17:00:00,2,0
2019-01-02 18:00:00+00:00,2019-01-03 02:00:00+00:00,2019-01-03T03:00:00-00:00,2019-01-02,19,79.02579,18.82,0.1,30003.35,4.48,2019-01-02 18:00:00+00:00,2019,1,2,18,18:00:00,2,0
2019-01-02 19:00:00+00:00,2019-01-03 03:00:00+00:00,2019-01-03T04:00:00-00:00,2019-01-02,20,67.55694,17.73,0.0,29641.9,4.48,2019-01-02 19:00:00+00:00,2019,1,2,19,19:00:00,2,0
2019-01-02 20:00:00+00:00,2019-01-03 04:00:00+00:00,2019-01-03T05:00:00-00:00,2019-01-02,21,62.70901,17.1,0.0,28956.05,4.48,2019-01-02 20:00:00+00:00,2019,1,2,20,20:00:00,2,0
2019-01-02 21:00:00+00:00,2019-01-03 05:00:00+00:00,2019-01-03T06:00:00-00:00,2019-01-02,22,56.956880000000005,20.65,0.0,27578.43,4.48,2019-01-02 21:00:00+00:00,2019,1,2,21,21:00:00,2,0
2019-01-02 22:00:00+00:00,2019-01-03 06:00:00+00:00,2019-01-03T07:00:00-00:00,2019-01-02,23,49.08104,23.41,0.0,25678.53,4.48,2019-01-02 22:00:00+00:00,2019,1,2,22,22:00:00,2,0
2019-01-02 23:00:00+00:00,2019-01-03 07:00:00+00:00,2019-01-03T08:00:00-00:00,2019-01-02,24,44.79003,25.99,0.0,23822.13,4.48,2019-01-02 23:00:00+00:00,2019,1,2,23,23:00:00,2,0
2019-01-03 00:00:00+00:00,2019-01-03 08:00:00+00:00,2019-01-03T09:00:00-00:00,2019-01-03,1,42.90527,34.69,0.0,22322.15,4.39,2019-01-03 00:00:00+00:00,2019,1,3,0,00:00:00,3,0
2019-01-03 01:00:00+00:00,2019-01-03 09:00:00+00:00,2019-01-03T10:00:00-00:00,2019-01-03,2,41.417640000000006,36.35,0.0,21573.53,4.39,2019-01-03 01:00:00+00:00,2019,1,3,1,01:00:00,3,0
2019-01-03 02:00:00+00:00,2019-01-03 10:00:00+00:00,2019-01-03T11:00:00-00:00,2019-01-03,3,42.32761,40.82,0.0,21189.81,4.39,2019-01-03 02:00:00+00:00,2019,1,3,2,02:00:00,3,0
2019-01-03 03:00:00+00:00,2019-01-03 11:00:00+00:00,2019-01-03T12:00:00-00:00,2019-01-03,4,41.38196,48.75,0.0,21167.11,4.39,2019-01-03 03:00:00+00:00,2019,1,3,3,03:00:00,3,0
2019-01-03 04:00:00+00:00,2019-01-03 12:00:00+00:00,2019-01-03T13:00:00-00:00,2019-01-03,5,43.33197,56.33,0.0,21840.19,4.39,2019-01-03 04:00:00+00:00,2019,1,3,4,04:00:00,3,0
2019-01-03 05:00:00+00:00,2019-01-03 13:00:00+00:00,2019-01-03T14:00:00-00:00,2019-01-03,6,46.42437,57.83,0.0,23599.38,4.39,2019-01-03 05:00:00+00:00,2019,1,3,5,05:00:00,3,0
2019-01-03 06:00:00+00:00,2019-01-03 14:00:00+00:00,2019-01-03T15:00:00-00:00,2019-01-03,7,60.46246,60.49,0.0,26033.96,4.39,2019-01-03 06:00:00+00:00,2019,1,3,6,06:00:00,3,0
2019-01-03 07:00:00+00:00,2019-01-03 15:00:00+00:00,2019-01-03T16:00:00-00:00,2019-01-03,8,53.96646,66.1,74.68,26960.23,4.39,2019-01-03 07:00:00+00:00,2019,1,3,7,07:00:00,3,0
2019-01-03 08:00:00+00:00,2019-01-03 16:00:00+00:00,2019-01-03T17:00:00-00:00,2019-01-03,9,43.415890000000005,69.07,393.54,26439.49,4.39,2019-01-03 08:00:00+00:00,2019,1,3,8,08:00:00,3,0
2019-01-03 09:00:00+00:00,2019-01-03 17:00:00+00:00,2019-01-03T18:00:00-00:00,2019-01-03,10,37.10962,50.52,669.73,25425.34,4.39,2019-01-03 09:00:00+00:00,2019,1,3,9,09:00:00,3,0
2019-01-03 10:00:00+00:00,2019-01-03 18:00:00+00:00,2019-01-03T19:00:00-00:00,2019-01-03,11,34.54854,34.5,716.71,24336.04,4.39,2019-01-03 10:00:00+00:00,2019,1,3,10,10:00:00,3,0
2019-01-03 11:00:00+00:00,2019-01-03 19:00:00+00:00,2019-01-03T20:00:00-00:00,2019-01-03,12,32.47906,30.42,702.55,23403.92,4.39,2019-01-03 11:00:00+00:00,2019,1,3,11,11:00:00,3,0
2019-01-03 12:00:00+00:00,2019-01-03 20:00:00+00:00,2019-01-03T21:00:00-00:00,2019-01-03,13,29.69935,27.95,694.63,22882.98,4.39,2019-01-03 12:00:00+00:00,2019,1,3,12,12:00:00,3,0
2019-01-03 13:00:00+00:00,2019-01-03 21:00:00+00:00,2019-01-03T22:00:00-00:00,2019-01-03,14,31.261290000000002,27.59,677.29,22794.49,4.39,2019-01-03 13:00:00+00:00,2019,1,3,13,13:00:00,3,0
2019-01-03 14:00:00+00:00,2019-01-03 22:00:00+00:00,2019-01-03T23:00:00-00:00,2019-01-03,15,33.96873,29.8,609.48,23007.39,4.39,2019-01-03 14:00:00+00:00,2019,1,3,14,14:00:00,3,0
2019-01-03 15:00:00+00:00,2019-01-03 23:00:00+00:00,2019-01-04T00:00:00-00:00,2019-01-03,16,42.08359,29.26,393.47,23596.45,4.39,2019-01-03 15:00:00+00:00,2019,1,3,15,15:00:00,3,0
2019-01-03 16:00:00+00:00,2019-01-04 00:00:00+00:00,2019-01-04T01:00:00-00:00,2019-01-03,17,52.93829,28.51,107.02,25016.2,4.39,2019-01-03 16:00:00+00:00,2019,1,3,16,16:00:00,3,0
2019-01-03 17:00:00+00:00,2019-01-04 01:00:00+00:00,2019-01-04T02:00:00-00:00,2019-01-03,18,75.10781,28.49,0.12,28208.53,4.39,2019-01-03 17:00:00+00:00,2019,1,3,17,17:00:00,3,0
2019-01-03 18:00:00+00:00,2019-01-04 02:00:00+00:00,2019-01-04T03:00:00-00:00,2019-01-03,19,78.7697,28.79,0.07,29096.51,4.39,2019-01-03 18:00:00+00:00,2019,1,3,18,18:00:00,3,0
2019-01-03 19:00:00+00:00,2019-01-04 03:00:00+00:00,2019-01-04T04:00:00-00:00,2019-01-03,20,66.46525,30.06,0.0,28726.24,4.39,2019-01-03 19:00:00+00:00,2019,1,3,19,19:00:00,3,0
2019-01-03 20:00:00+00:00,2019-01-04 04:00:00+00:00,2019-01-04T05:00:00-00:00,2019-01-03,21,61.6001,35.42,0.0,27982.24,4.39,2019-01-03 20:00:00+00:00,2019,1,3,20,20:00:00,3,0
2019-01-03 21:00:00+00:00,2019-01-04 05:00:00+00:00,2019-01-04T06:00:00-00:00,2019-01-03,22,54.27104,42.2,0.0,26706.0,4.39,2019-01-03 21:00:00+00:00,2019,1,3,21,21:00:00,3,0
2019-01-03 22:00:00+00:00,2019-01-04 06:00:00+00:00,2019-01-04T07:00:00-00:00,2019-01-03,23,47.98976,46.39,0.0,24909.21,4.39,2019-01-03 22:00:00+00:00,2019,1,3,22,22:00:00,3,0
2019-01-03 23:00:00+00:00,2019-01-04 07:00:00+00:00,2019-01-04T08:00:00-00:00,2019-01-03,24,43.54954,49.1,0.0,23192.75,4.39,2019-01-03 23:00:00+00:00,2019,1,3,23,23:00:00,3,0
2019-01-04 00:00:00+00:00,2019-01-04 08:00:00+00:00,2019-01-04T09:00:00-00:00,2019-01-04,1,42.28653,46.63,0.0,21957.29,4.24,2019-01-04 00:00:00+00:00,2019,1,4,0,00:00:00,4,0
2019-01-04 01:00:00+00:00,2019-01-04 09:00:00+00:00,2019-01-04T10:00:00-00:00,2019-01-04,2,40.82578,47.91,0.0,21187.83,4.24,2019-01-04 01:00:00+00:00,2019,1,4,1,01:00:00,4,0
2019-01-04 02:00:00+00:00,2019-01-04 10:00:00+00:00,2019-01-04T11:00:00-00:00,2019-01-04,3,41.02921,47.16,0.0,20838.69,4.24,2019-01-04 02:00:00+00:00,2019,1,4,2,02:00:00,4,0
2019-01-04 03:00:00+00:00,2019-01-04 11:00:00+00:00,2019-01-04T12:00:00-00:00,2019-01-04,4,41.6428,43.26,0.0,20816.06,4.24,2019-01-04 03:00:00+00:00,2019,1,4,3,03:00:00,4,0
2019-01-04 04:00:00+00:00,2019-01-04 12:00:00+00:00,2019-01-04T13:00:00-00:00,2019-01-04,5,42.45834,36.83,0.0,21432.87,4.24,2019-01-04 04:00:00+00:00,2019,1,4,4,04:00:00,4,0
2019-01-04 05:00:00+00:00,2019-01-04 13:00:00+00:00,2019-01-04T14:00:00-00:00,2019-01-04,6,46.4992,29.52,0.0,22947.27,4.24,2019-01-04 05:00:00+00:00,2019,1,4,5,05:00:00,4,0
2019-01-04 06:00:00+00:00,2019-01-04 14:00:00+00:00,2019-01-04T15:00:00-00:00,2019-01-04,7,59.676140000000004,28.15,0.0,25472.0,4.24,2019-01-04 06:00:00+00:00,2019,1,4,6,06:00:00,4,0
2019-01-04 07:00:00+00:00,2019-01-04 15:00:00+00:00,2019-01-04T16:00:00-00:00,2019-01-04,8,52.11591,28.71,74.96,26209.64,4.24,2019-01-04 07:00:00+00:00,2019,1,4,7,07:00:00,4,0
2019-01-04 08:00:00+00:00,2019-01-04 16:00:00+00:00,2019-01-04T17:00:00-00:00,2019-01-04,9,43.08361,28.81,384.25,25388.68,4.24,2019-01-04 08:00:00+00:00,2019,1,4,8,08:00:00,4,0
2019-01-04 09:00:00+00:00,2019-01-04 17:00:00+00:00,2019-01-04T18:00:00-00:00,2019-01-04,10,36.051109999999994,26.78,672.25,24481.18,4.24,2019-01-04 09:00:00+00:00,2019,1,4,9,09:00:00,4,0
2019-01-04 10:00:00+00:00,2019-01-04 18:00:00+00:00,2019-01-04T19:00:00-00:00,2019-01-04,11,34.201440000000005,23.87,751.22,23584.28,4.24,2019-01-04 10:00:00+00:00,2019,1,4,10,10:00:00,4,0
2019-01-04 11:00:00+00:00,2019-01-04 19:00:00+00:00,2019-01-04T20:00:00-00:00,2019-01-04,12,33.85815,23.99,755.0,22737.71,4.24,2019-01-04 11:00:00+00:00,2019,1,4,11,11:00:00,4,0
2019-01-04 12:00:00+00:00,2019-01-04 20:00:00+00:00,2019-01-04T21:00:00-00:00,2019-01-04,13,31.671840000000003,25.98,761.78,22246.52,4.24,2019-01-04 12:00:00+00:00,2019,1,4,12,12:00:00,4,0
2019-01-04 13:00:00+00:00,2019-01-04 21:00:00+00:00,2019-01-04T22:00:00-00:00,2019-01-04,14,31.845090000000003,27.5,785.14,22342.57,4.24,2019-01-04 13:00:00+00:00,2019,1,4,13,13:00:00,4,0
2019-01-04 14:00:00+00:00,2019-01-04 22:00:00+00:00,2019-01-04T23:00:00-00:00,2019-01-04,15,33.23737,27.9,765.8,22622.31,4.24,2019-01-04 14:00:00+00:00,2019,1,4,14,14:00:00,4,0
2019-01-04 15:00:00+00:00,2019-01-04 23:00:00+00:00,2019-01-05T00:00:00-00:00,2019-01-04,16,39.103770000000004,26.02,520.51,23478.82,4.24,2019-01-04 15:00:00+00:00,2019,1,4,15,15:00:00,4,0
2019-01-04 16:00:00+00:00,2019-01-05 00:00:00+00:00,2019-01-05T01:00:00-00:00,2019-01-04,17,52.88766999999999,23.9,140.22,24897.45,4.24,2019-01-04 16:00:00+00:00,2019,1,4,16,16:00:00,4,0
2019-01-04 17:00:00+00:00,2019-01-05 01:00:00+00:00,2019-01-05T02:00:00-00:00,2019-01-04,18,73.62525,26.42,0.25,27658.5,4.24,2019-01-04 17:00:00+00:00,2019,1,4,17,17:00:00,4,0
2019-01-04 18:00:00+00:00,2019-01-05 02:00:00+00:00,2019-01-05T03:00:00-00:00,2019-01-04,19,72.55794,36.6,0.12,28140.52,4.24,2019-01-04 18:00:00+00:00,2019,1,4,18,18:00:00,4,0
2019-01-04 19:00:00+00:00,2019-01-05 03:00:00+00:00,2019-01-05T04:00:00-00:00,2019-01-04,20,60.18639,50.11,0.0,27700.86,4.24,2019-01-04 19:00:00+00:00,2019,1,4,19,19:00:00,4,0
2019-01-04 20:00:00+00:00,2019-01-05 04:00:00+00:00,2019-01-05T05:00:00-00:00,2019-01-04,21,56.517480000000006,56.48,0.0,27092.74,4.24,2019-01-04 20:00:00+00:00,2019,1,4,20,20:00:00,4,0
2019-01-04 21:00:00+00:00,2019-01-05 05:00:00+00:00,2019-01-05T06:00:00-00:00,2019-01-04,22,51.53929,57.53,0.0,26156.03,4.24,2019-01-04 21:00:00+00:00,2019,1,4,21,21:00:00,4,0
2019-01-04 22:00:00+00:00,2019-01-05 06:00:00+00:00,2019-01-05T07:00:00-00:00,2019-01-04,23,46.744040000000005,56.95,0.0,24579.44,4.24,2019-01-04 22:00:00+00:00,2019,1,4,22,22:00:00,4,0
2019-01-04 23:00:00+00:00,2019-01-05 07:00:00+00:00,2019-01-05T08:00:00-00:00,2019-01-04,24,42.260690000000004,61.19,0.0,22879.55,4.24,2019-01-04 23:00:00+00:00,2019,1,4,23,23:00:00,4,0
2019-01-05 00:00:00+00:00,2019-01-05 08:00:00+00:00,2019-01-05T09:00:00-00:00,2019-01-05,1,40.03055,49.69,0.0,22011.3,4.1,2019-01-05 00:00:00+00:00,2019,1,5,0,00:00:00,5,0
2019-01-05 01:00:00+00:00,2019-01-05 09:00:00+00:00,2019-01-05T10:00:00-00:00,2019-01-05,2,39.56948,52.74,0.0,21069.37,4.1,2019-01-05 01:00:00+00:00,2019,1,5,1,01:00:00,5,0
2019-01-05 02:00:00+00:00,2019-01-05 10:00:00+00:00,2019-01-05T11:00:00-00:00,2019-01-05,3,38.45749,64.1,0.0,20469.6,4.1,2019-01-05 02:00:00+00:00,2019,1,5,2,02:00:00,5,0
2019-01-05 03:00:00+00:00,2019-01-05 11:00:00+00:00,2019-01-05T12:00:00-00:00,2019-01-05,4,38.38065,96.67,0.0,20165.91,4.1,2019-01-05 03:00:00+00:00,2019,1,5,3,03:00:00,5,0
2019-01-05 04:00:00+00:00,2019-01-05 12:00:00+00:00,2019-01-05T13:00:00-00:00,2019-01-05,5,38.360479999999995,171.25,0.0,20344.43,4.1,2019-01-05 04:00:00+00:00,2019,1,5,4,04:00:00,5,0
2019-01-05 05:00:00+00:00,2019-01-05 13:00:00+00:00,2019-01-05T14:00:00-00:00,2019-01-05,6,40.320440000000005,299.15,0.0,20866.6,4.1,2019-01-05 05:00:00+00:00,2019,1,5,5,05:00:00,5,0
2019-01-05 06:00:00+00:00,2019-01-05 14:00:00+00:00,2019-01-05T15:00:00-00:00,2019-01-05,7,41.75969,442.43,0.0,22040.95,4.1,2019-01-05 06:00:00+00:00,2019,1,5,6,06:00:00,5,0
2019-01-05 07:00:00+00:00,2019-01-05 15:00:00+00:00,2019-01-05T16:00:00-00:00,2019-01-05,8,41.95982,573.2,31.26,22711.83,4.1,2019-01-05 07:00:00+00:00,2019,1,5,7,07:00:00,5,0
2019-01-05 08:00:00+00:00,2019-01-05 16:00:00+00:00,2019-01-05T17:00:00-00:00,2019-01-05,9,42.02839,667.14,166.82,23527.41,4.1,2019-01-05 08:00:00+00:00,2019,1,5,8,08:00:00,5,0
2019-01-05 09:00:00+00:00,2019-01-05 17:00:00+00:00,2019-01-05T18:00:00-00:00,2019-01-05,10,42.0082,709.58,273.2,23643.13,4.1,2019-01-05 09:00:00+00:00,2019,1,5,9,09:00:00,5,0
2019-01-05 10:00:00+00:00,2019-01-05 18:00:00+00:00,2019-01-05T19:00:00-00:00,2019-01-05,11,40.51477,689.68,298.47,23261.63,4.1,2019-01-05 10:00:00+00:00,2019,1,5,10,10:00:00,5,0
2019-01-05 11:00:00+00:00,2019-01-05 19:00:00+00:00,2019-01-05T20:00:00-00:00,2019-01-05,12,38.56535,670.83,325.83,22728.38,4.1,2019-01-05 11:00:00+00:00,2019,1,5,11,11:00:00,5,0
2019-01-05 12:00:00+00:00,2019-01-05 20:00:00+00:00,2019-01-05T21:00:00-00:00,2019-01-05,13,37.38712,665.82,314.56,22317.26,4.1,2019-01-05 12:00:00+00:00,2019,1,5,12,12:00:00,5,0
2019-01-05 13:00:00+00:00,2019-01-05 21:00:00+00:00,2019-01-05T22:00:00-00:00,2019-01-05,14,38.8756,646.7,275.36,22091.58,4.1,2019-01-05 13:00:00+00:00,2019,1,5,13,13:00:00,5,0
2019-01-05 14:00:00+00:00,2019-01-05 22:00:00+00:00,2019-01-05T23:00:00-00:00,2019-01-05,15,40.037440000000004,639.16,246.79,21952.83,4.1,2019-01-05 14:00:00+00:00,2019,1,5,14,14:00:00,5,0
2019-01-05 15:00:00+00:00,2019-01-05 23:00:00+00:00,2019-01-06T00:00:00-00:00,2019-01-05,16,40.2425,620.55,176.47,22112.43,4.1,2019-01-05 15:00:00+00:00,2019,1,5,15,15:00:00,5,0
2019-01-05 16:00:00+00:00,2019-01-06 00:00:00+00:00,2019-01-06T01:00:00-00:00,2019-01-05,17,43.93159,561.72,59.57,23424.94,4.1,2019-01-05 16:00:00+00:00,2019,1,5,16,16:00:00,5,0
2019-01-05 17:00:00+00:00,2019-01-06 01:00:00+00:00,2019-01-06T02:00:00-00:00,2019-01-05,18,55.6935,479.97,1.29,26059.18,4.1,2019-01-05 17:00:00+00:00,2019,1,5,17,17:00:00,5,0
2019-01-05 18:00:00+00:00,2019-01-06 02:00:00+00:00,2019-01-06T03:00:00-00:00,2019-01-05,19,57.268119999999996,411.55,0.1,26596.45,4.1,2019-01-05 18:00:00+00:00,2019,1,5,18,18:00:00,5,0
2019-01-05 19:00:00+00:00,2019-01-06 03:00:00+00:00,2019-01-06T04:00:00-00:00,2019-01-05,20,51.95183,364.73,0.0,26069.35,4.1,2019-01-05 19:00:00+00:00,2019,1,5,19,19:00:00,5,0
